exchangeid,industryid,dvendorid,symbolroot,symbolcode,dvendorsymbolcode,datatype,contractmmro,symboltype,symboldescription,symboltext,startdate,enddate,strikeprice,assetroot,assetrootcode,assettype,assettypecode,marketcap,created,updated,symbolstatus,statusdesc,multiexcountry,multiexglobal,vstartdate,venddate
2,64,7,MCD,MCD,MCD,Electronic,Regular,Equities,McDonalds Corp,"McDonald's Corporation franchises and operates McDonald's restaurants in the global restaurant industry. These restaurants serve menu at various price points providing value in 119 countries globally. All restaurants are operated either by the Company or by franchisees, including conventional franchisees under franchise arrangements, and developmental licensees and foreign affiliated markets under license agreements. Under the conventional franchise arrangement, franchisees provide a portion of the capital required by initially investing in the equipment, signs, seating and decor of their restaurant businesses, and by reinvesting in the business over time.",1970-01-02,2120-06-16,0,Equities,1,Stock,11,,,,Active,,,,,
